Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,tweet_tokens
2746,3,0,3,0,0,younow is a fucking bitch shit load of hate on there when i did my first broadcast,"['younow', 'fucking', 'bitch', 'shit', 'load', 'hate', 'first', 'broadcast']"
2747,3,2,1,0,0,i did like to rape the bitch that posted that,"['like', 'rape', 'bitch', 'posted']"
2749,3,0,0,3,1,my trick is i wait for the bird to get close to the pipe and then tap the screen so you never hit your head,"['trick', 'wait', 'bird', 'get', 'close', 'pipe', 'tap', 'screen', 'never', 'hit', 'head']"
2750,3,0,0,3,1,ja moest van plisie niet meteen wild gaan denkenjuistjawillen wel meer mensen mij vertellen hoe k moet denken,"['ja', 'moest', 'van', 'plisie', 'niet', 'meteen', 'wild', 'gaan', 'denkenjuistjawillen', 'wel', 'meer', 'mensen', 'mij', 'vertellen', 'hoe', 'k', 'moet', 'denken']"
2751,3,2,1,0,0,fuck you forgot,"['fuck', 'forgot']"
2752,6,0,6,0,0,i gotta see that hoe in person cause i am sleeping on that hoe for now,"['got', 'ta', 'see', 'hoe', 'person', 'cause', 'sleeping', 'hoe']"
2753,3,0,3,0,0,da fuck that hoe look sad,"['da', 'fuck', 'hoe', 'look', 'sad']"
2754,3,0,3,0,0,laughing out loud he still a lil bitch,"['laughing', 'loud', 'still', 'lil', 'bitch']"
2755,3,2,1,0,0,these new nigga hipster hypebeasts love all these forgot ass bright colors and nike keeps giving them what they want shake my head,"['new', 'nigga', 'hipster', 'hypebeasts', 'love', 'forgot', 'a', 'bright', 'color', 'nike', 'keep', 'giving', 'want', 'shake', 'head']"
2756,3,0,3,0,0,hoes not women like to be the center of attention,"['hoe', 'woman', 'like', 'center', 'attention']"
2757,3,1,2,0,0,we niggas like fuckin roaches let one in and you hot dam infested you a crazy bitch i dig yo ass,"['nigga', 'like', 'fuckin', 'roach', 'let', 'one', 'hot', 'dam', 'infested', 'crazy', 'bitch', 'dig', 'yo', 'a']"
2758,3,1,2,0,0,these kids are pussies we got a white trash kid andamp a thugnasty wanna be up in here and,"['kid', 'pussy', 'got', 'white', 'trash', 'kid', 'andamp', 'thugnasty', 'wan', 'na']"
2759,3,0,3,0,0,take your queer ass dubstep out of here,"['take', 'queer', 'a', 'dubstep']"
2760,3,0,2,1,0,we had a pacer in the s andamp i member loving when hair of the dog came on the quadraphonic stereo so i could say bitchlol,"['pacer', 'andamp', 'member', 'loving', 'hair', 'dog', 'came', 'quadraphonic', 'stereo', 'could', 'say', 'bitchlol']"
2761,3,0,3,0,0,laugh my ass off you are not a savage andand these hoes for everybody,"['laugh', 'a', 'savage', 'andand', 'hoe', 'everybody']"
2762,3,0,0,3,1,atl bvb sws ptv the relapse symphony set it off farewell my love mayday parade fob paramore and so on,"['atl', 'bvb', 'sw', 'ptv', 'relapse', 'symphony', 'set', 'farewell', 'love', 'mayday', 'parade', 'fob', 'paramore']"
2763,3,0,0,3,1,we gunna laff at chavarubio beaner supporters in a min,"['gunna', 'laff', 'chavarubio', 'beaner', 'supporter', 'min']"
2764,3,0,3,0,0,i didnt spoil anything andamp you should have been watched it nigger nig nog,"['didnt', 'spoil', 'anything', 'andamp', 'watched', 'nigger', 'nig', 'nog']"
2765,3,1,0,2,1,the kikes want to charge you and dollaz for the complete version,"['kike', 'want', 'charge', 'dollaz', 'complete', 'version']"
2766,3,3,0,0,0,sand nigger ran over some kidd,"['sand', 'nigger', 'ran', 'kidd']"
2767,3,3,0,0,0,i do not like the sand nigger but it is entertaining like knockdowns,"['like', 'sand', 'nigger', 'entertaining', 'like', 'knockdown']"
2768,3,2,1,0,0,joe cortez is the ultimate forgot that fight proved it,"['joe', 'cortez', 'ultimate', 'forgot', 'fight', 'proved']"
2769,3,0,3,0,0,all i remember was the fat bitch stealing the kfc bucket andamp hauling ass,"['remember', 'fat', 'bitch', 'stealing', 'kfc', 'bucket', 'andamp', 'hauling', 'a']"
2770,3,2,1,0,0,all us beaners were pissed like robert when the jew ref stopped it,"['u', 'beaner', 'pissed', 'like', 'robert', 'jew', 'ref', 'stopped']"
2771,3,0,3,0,0,post the bid where you tell that nig to use the jab,"['post', 'bid', 'tell', 'nig', 'use', 'jab']"
2772,3,2,1,0,0,true sand niggers andamp bum brits claim hes a atg hall of fame legend shake my head,"['true', 'sand', 'nigger', 'andamp', 'bum', 'brit', 'claim', 'he', 'atg', 'hall', 'fame', 'legend', 'shake', 'head']"
2773,3,0,3,0,0,waitwaitwait the new one or the epson of a bitch lucky,"['waitwaitwait', 'new', 'one', 'epson', 'bitch', 'lucky']"
2774,3,1,2,0,0,ive decided that are retarded,"['ive', 'decided', 'retarded']"
2775,3,0,0,3,1,huhlast gamestampa balt yanks and they lost their best pitcher please explain your logic,"['huhlast', 'gamestampa', 'balt', 'yank', 'lost', 'best', 'pitcher', 'please', 'explain', 'logic']"
2776,3,0,0,3,1,sounds like they are holding back infoyankee shill,"['sound', 'like', 'holding', 'back', 'infoyankee', 'shill']"
2777,3,0,3,0,0,hookers are always complimentarywho wants to be with a bitch,"['hooker', 'always', 'complimentarywho', 'want', 'bitch']"
2778,3,0,0,3,1,that game winning hit in thursday capped a great career the guy is a st ballot hof or else,"['game', 'winning', 'hit', 'thursday', 'capped', 'great', 'career', 'guy', 'st', 'ballot', 'hof', 'else']"
2779,3,0,3,0,0,pussies,['pussy']
2780,3,0,0,3,1,eating a roasted potato and smiling till my cheeks are sore the crow sfx in this cape crisis are supergreat,"['eating', 'roasted', 'potato', 'smiling', 'till', 'cheek', 'sore', 'crow', 'sfx', 'cape', 'crisis', 'supergreat']"
2782,3,0,1,2,1,tx trash you know trouble w aca is in gop gov states but like you report lies anyway,"['tx', 'trash', 'know', 'trouble', 'w', 'aca', 'gop', 'gov', 'state', 'like', 'report', 'lie', 'anyway']"
2783,3,0,0,3,1,tx trash your show was a disgrace this am engaging w disrespecting the president,"['tx', 'trash', 'show', 'disgrace', 'engaging', 'w', 'disrespecting', 'president']"
2784,3,0,1,2,1,racist tx trash enjoy your high along with gop win a substitute for racist loss,"['racist', 'tx', 'trash', 'enjoy', 'high', 'along', 'gop', 'win', 'substitute', 'racist', 'loss']"
2785,3,2,0,1,0,racist tx trash racist why wld you intvw n ask racist questions itwas so disrespectful,"['racist', 'tx', 'trash', 'racist', 'wld', 'intvw', 'n', 'ask', 'racist', 'question', 'itwas', 'disrespectful']"
2787,3,0,0,3,1,there is not a green one either theres red and yellow in that pic,"['green', 'one', 'either', 'there', 'red', 'yellow', 'pic']"
2788,9,2,6,1,0,i jus wanna let you know okc trash ibaka are not shit you all are not goin nowhere without harden,"['jus', 'wan', 'na', 'let', 'know', 'okc', 'trash', 'ibaka', 'shit', 'goin', 'nowhere', 'without', 'harden']"
2789,9,0,9,0,0,spurs bitch thats the team you do not want no problems,"['spur', 'bitch', 'thats', 'team', 'want', 'problem']"
2790,3,3,0,0,0,hey sir house nigger uncle tom arent you from grand ole mississippi i rest my case,"['hey', 'sir', 'house', 'nigger', 'uncle', 'tom', 'arent', 'grand', 'ole', 'mississippi', 'rest', 'case']"
2791,3,1,2,0,0,you need your ass whipped with a whip mister house nigger remember you will always b a nigger to them,"['need', 'a', 'whipped', 'whip', 'mister', 'house', 'nigger', 'remember', 'always', 'b', 'nigger']"
2792,3,0,3,0,0,bitch mind your business,"['bitch', 'mind', 'business']"
2793,3,0,3,0,0,oh you mean like how you started to be a cunt to jp about something that has nothing to do with you,"['oh', 'mean', 'like', 'started', 'cunt', 'jp', 'something', 'nothing']"
2794,3,0,3,0,0,your man looks terrified in that picture do you beat him or just treat him like a regular bitch,"['man', 'look', 'terrified', 'picture', 'beat', 'treat', 'like', 'regular', 'bitch']"
2797,3,0,3,0,0,now mfa do not wanna spend a dime wit em prolly out here yelling money over bitches,"['mfa', 'wan', 'na', 'spend', 'dime', 'wit', 'em', 'prolly', 'yelling', 'money', 'bitch']"
2798,3,0,3,0,0,i just really miss you and i know we can drink it off and talk about all of our problems like basic bitches,"['really', 'miss', 'know', 'drink', 'talk', 'problem', 'like', 'basic', 'bitch']"
2799,3,1,2,0,0,waddup doe lil nicca,"['waddup', 'doe', 'lil', 'nicca']"
2800,3,0,3,0,0,punk ass bitch,"['punk', 'a', 'bitch']"
2801,3,0,3,0,0,i wanna be that white nigga chillin in my mini cooper just throwin money at bitches,"['wan', 'na', 'white', 'nigga', 'chillin', 'mini', 'cooper', 'throwin', 'money', 'bitch']"
2802,3,0,3,0,0,press start bitch and,"['press', 'start', 'bitch']"
2803,3,1,2,0,0,a fucking verse from don trip bitch stop assuming shit,"['fucking', 'verse', 'trip', 'bitch', 'stop', 'assuming', 'shit']"
2804,3,0,3,0,0,who ever said this is so dumb my moms a cop andamp ill have her track you down for being a lil bitch kay bye,"['ever', 'said', 'dumb', 'mom', 'cop', 'andamp', 'ill', 'track', 'lil', 'bitch', 'kay', 'bye']"
2805,3,0,3,0,0,that nigga was eating that hoe laughing out loud,"['nigga', 'eating', 'hoe', 'laughing', 'loud']"
2806,3,0,3,0,0,you da realest bitch out here amber,"['da', 'realest', 'bitch', 'amber']"
2807,3,0,3,0,0,hoe ass nigga and,"['hoe', 'a', 'nigga']"
2808,3,0,3,0,0,sockin bitches in they mouf,"['sockin', 'bitch', 'mouf']"
2809,3,1,2,0,0,ghetto ass pocahontas,"['ghetto', 'a', 'pocahontas']"
2810,6,1,5,0,0,andandandandandand my bad bitch i am logged in on everybody shit,"['andandandandandand', 'bad', 'bitch', 'logged', 'everybody', 'shit']"
2811,3,0,3,0,0,wussup bitch,"['wussup', 'bitch']"
2812,3,0,3,0,0,bitch i am too mad i am finna throw this bitch outside,"['bitch', 'mad', 'finna', 'throw', 'bitch', 'outside']"
2813,3,0,3,0,0,bitch you,['bitch']
2814,3,0,3,0,0,bitch you bs how fck yah andandandandandandandandand,"['bitch', 'b', 'fck', 'yah', 'andandandandandandandandand']"
2815,3,1,2,0,0,dam bitch,"['dam', 'bitch']"
2816,6,0,5,1,0,wussup bitch,"['wussup', 'bitch']"
2817,3,0,3,0,0,and das new before anyone else my bitch bad or naw laugh my ass off,"['da', 'new', 'anyone', 'else', 'bitch', 'bad', 'naw', 'laugh', 'a']"
2818,3,0,3,0,0,andand bitches are not shit,"['andand', 'bitch', 'shit']"
2819,3,0,3,0,0,i cant bitch,"['cant', 'bitch']"
2820,3,0,3,0,0,bitch i know stfu and,"['bitch', 'know', 'stfu']"
2821,3,0,0,3,1,no a pop wop and,"['pop', 'wop']"
2822,3,0,0,3,1,pop wop and drop it though,"['pop', 'wop', 'drop', 'though']"
2823,3,0,3,0,0,to lay up w my bitch,"['lay', 'w', 'bitch']"
2824,3,0,3,0,0,umm bitch hello i was not alive so i clearly dobt have it,"['umm', 'bitch', 'hello', 'alive', 'clearly', 'dobt']"
2825,3,0,1,2,1,we in this bitch finna get crunk eyebrows on double papp andand,"['bitch', 'finna', 'get', 'crunk', 'eyebrow', 'double', 'papp', 'andand']"
2826,3,1,2,0,0,you do not know what i know name somebody colder you monkey faced immigrant,"['know', 'know', 'name', 'somebody', 'colder', 'monkey', 'faced', 'immigrant']"
2827,3,3,0,0,0,is a fag,['fag']
2828,3,0,3,0,0,elissa is such a fake cunt,"['elissa', 'fake', 'cunt']"
2829,3,0,0,3,1,thats where i saw the leprechaun he told me to burn things,"['thats', 'saw', 'leprechaun', 'told', 'burn', 'thing']"
2830,3,0,3,0,0,all hoes singing it too,"['hoe', 'singing']"
2831,3,0,3,0,0,damn that hoe just came out but look at how many hoes said his shit jamming on my shit,"['damn', 'hoe', 'came', 'look', 'many', 'hoe', 'said', 'shit', 'jamming', 'shit']"
2832,6,0,6,0,0,lmaooo i wanted them hoes she was suppose to hold em,"['lmaooo', 'wanted', 'hoe', 'suppose', 'hold', 'em']"
2833,6,0,6,0,0,lmaooo niggas are not but hoes is i think i am winning,"['lmaooo', 'nigga', 'hoe', 'think', 'winning']"
2834,3,0,3,0,0,lmaoooo beiber get these hoes wet big bro i am tryna tell you,"['lmaoooo', 'beiber', 'get', 'hoe', 'wet', 'big', 'bro', 'tryna', 'tell']"
2835,3,0,3,0,0,me either but if the bitch like put on that beyoncand nigga are not gone hesitate,"['either', 'bitch', 'like', 'put', 'beyoncand', 'nigga', 'gone', 'hesitate']"
2836,6,0,6,0,0,whatever turn them hoes on zro are not gone get the bitch wet,"['whatever', 'turn', 'hoe', 'zro', 'gone', 'get', 'bitch', 'wet']"
2837,6,1,5,0,0,i fuck with takeoff nigga get on the bitch and just snap,"['fuck', 'takeoff', 'nigga', 'get', 'bitch', 'snap']"
2838,3,0,3,0,0,laughing out loud that hoe for yr old,"['laughing', 'loud', 'hoe', 'yr', 'old']"
2839,6,0,5,1,0,naw where can i see that hoe at,"['naw', 'see', 'hoe']"
2840,3,0,3,0,0,wiz had a warrant like a bitch,"['wiz', 'warrant', 'like', 'bitch']"
2841,3,0,3,0,0,yea he coming back him big rod doing something for that hoe,"['yea', 'coming', 'back', 'big', 'rod', 'something', 'hoe']"
2842,3,0,3,0,0,nfn you bitch to much,"['nfn', 'bitch', 'much']"
2843,9,2,7,0,0,i am not hollywood at all my nig you brought me to twitter n bounced,"['hollywood', 'nig', 'brought', 'twitter', 'n', 'bounced']"
2844,3,1,2,0,0,a young nigga turned into mister catchmeifyoucanim in da field my nig,"['young', 'nigga', 'turned', 'mister', 'catchmeifyoucanim', 'da', 'field', 'nig']"
2845,6,1,5,0,0,he a real nigga though that bitch know her place,"['real', 'nigga', 'though', 'bitch', 'know', 'place']"
2846,3,0,3,0,0,weeknd do not save hoes b idunno about drake,"['weeknd', 'save', 'hoe', 'b', 'idunno', 'drake']"
2847,6,0,6,0,0,weeknd make muzik for the hoes b i am tryna meet these women he be talkin about,"['weeknd', 'make', 'muzik', 'hoe', 'b', 'tryna', 'meet', 'woman', 'talkin']"
2848,3,2,1,0,0,you styl gotta get dem tweets off my nig,"['styl', 'got', 'ta', 'get', 'dem', 'tweet', 'nig']"
2849,3,0,3,0,0,what can i say i am a stubborn son of a bitch,"['say', 'stubborn', 'son', 'bitch']"
2850,3,0,1,2,1,andamp als je over syrie tweet volg maar zij komt er vandaan andamp zal je precies uitleggen hoe of wat,"['andamp', 'al', 'je', 'syrie', 'tweet', 'volg', 'maar', 'zij', 'komt', 'er', 'vandaan', 'andamp', 'zal', 'je', 'precies', 'uitleggen', 'hoe', 'wat']"
2851,3,1,2,0,0,bitch i am and i didnt follow you hahaha,"['bitch', 'didnt', 'follow', 'hahaha']"
2852,3,0,3,0,0,haha i do not remember following you but ok get your pannies out of of bunch cunt,"['haha', 'remember', 'following', 'ok', 'get', 'pannies', 'bunch', 'cunt']"
2853,4,0,1,3,1,postscript and case is still in the trash can i do not give a fuck anymore,"['postscript', 'case', 'still', 'trash', 'give', 'fuck', 'anymore']"
2854,3,0,2,1,0,damn i wanted to buy that bitch that shit was tough,"['damn', 'wanted', 'buy', 'bitch', 'shit', 'tough']"
2855,3,0,3,0,0,i know bro nigga seen a african playing guard and was handling the hoe,"['know', 'bro', 'nigga', 'seen', 'african', 'playing', 'guard', 'handling', 'hoe']"
2856,6,0,6,0,0,lebron brought the bitch down to his knees chill,"['lebron', 'brought', 'bitch', 'knee', 'chill']"
2857,3,0,3,0,0,who all in that hoe,['hoe']
2858,3,0,0,3,1,that would cripple our military,"['would', 'cripple', 'military']"
2859,3,1,2,0,0,bitch,['bitch']
2860,3,0,3,0,0,bitch i am not coming no more you said your making plans,"['bitch', 'coming', 'said', 'making', 'plan']"
2861,3,0,3,0,0,bitch i am talm about at like andand,"['bitch', 'talm', 'like', 'andand']"
2862,3,0,3,0,0,bitch ion got no attitude andandand sorry hoe i am shaded rn,"['bitch', 'ion', 'got', 'attitude', 'andandand', 'sorry', 'hoe', 'shaded', 'rn']"
2863,3,0,3,0,0,bitch you not either bye and,"['bitch', 'either', 'bye']"
2864,3,0,3,0,0,bitch you still subtweets but not replying though andandand,"['bitch', 'still', 'subtweets', 'replying', 'though', 'andandand']"
2865,3,0,3,0,0,oh bitch but you couldnt answer mine when i needed a paccage delivered to your house so fucc off andand,"['oh', 'bitch', 'couldnt', 'answer', 'mine', 'needed', 'paccage', 'delivered', 'house', 'fucc', 'andand']"
2866,3,0,3,0,0,oh my god bitch go to sleep it was just a coincidence huh andand,"['oh', 'god', 'bitch', 'go', 'sleep', 'coincidence', 'huh', 'andand']"
2867,3,0,0,3,1,i didnt think you knew of a bird that couldnt be tamed,"['didnt', 'think', 'knew', 'bird', 'couldnt', 'tamed']"
2868,3,0,3,0,0,shes wearing the same shirt what a bitch,"['shes', 'wearing', 'shirt', 'bitch']"
2869,3,0,1,2,1,oh no sorry hun that sucks hope you heal fast and,"['oh', 'sorry', 'hun', 'suck', 'hope', 'heal', 'fast']"
2870,3,1,2,0,0,self low down black bitch,"['self', 'low', 'black', 'bitch']"
2871,3,0,2,1,0,negro pleasei got a job now laugh my ass off,"['negro', 'pleasei', 'got', 'job', 'laugh', 'a']"
2872,4,0,4,0,0,shoulda told her yeah if i can take you home for pussy laughing out loud,"['shoulda', 'told', 'yeah', 'take', 'home', 'pussy', 'laughing', 'loud']"
2873,3,0,3,0,0,bitch bye you cant get it,"['bitch', 'bye', 'cant', 'get']"
2874,3,0,3,0,0,bitch is you drunk or nah,"['bitch', 'drunk', 'nah']"
2875,3,0,3,0,0,it is almost ya fucking birthday so act right niglet,"['almost', 'ya', 'fucking', 'birthday', 'act', 'right', 'niglet']"
2876,3,0,0,3,1,no it is yellow fin it is in edgewater,"['yellow', 'fin', 'edgewater']"
2877,3,0,0,3,1,yellow fin,"['yellow', 'fin']"
2878,3,0,3,0,0,would i be a bitch if i said yea but never told you where i stay at,"['would', 'bitch', 'said', 'yea', 'never', 'told', 'stay']"
2879,3,0,1,2,1,ewwww her nips are def more perfect than that,"['ewwww', 'nip', 'def', 'perfect']"
2880,3,0,3,0,0,you brought it up first with the allusion that shes a hoe,"['brought', 'first', 'allusion', 'shes', 'hoe']"
2881,3,0,3,0,0,text me niggah,"['text', 'niggah']"
2882,3,1,2,0,0,yes because i too want to be fat and have a fat bitch wife,"['yes', 'want', 'fat', 'fat', 'bitch', 'wife']"
2884,3,0,1,2,1,really are my nudes trash,"['really', 'nude', 'trash']"
2885,3,3,0,0,0,fuck outta here and go put some more trash ass ink on your forgot ass self pussy,"['fuck', 'outta', 'go', 'put', 'trash', 'a', 'ink', 'forgot', 'a', 'self', 'pussy']"
2886,3,3,0,0,0,stay talking defending your fuckboy ass boyfriend or what go suck him off while youre at it forgot,"['stay', 'talking', 'defending', 'fuckboy', 'a', 'boyfriend', 'go', 'suck', 'youre', 'forgot']"
2887,3,1,0,2,1,naw bryan said it was trash hotel so were staying somewhere else,"['naw', 'bryan', 'said', 'trash', 'hotel', 'staying', 'somewhere', 'else']"
2888,3,2,1,0,0,you need to accept the fact that youre both hipster faggots,"['need', 'accept', 'fact', 'youre', 'hipster', 'faggot']"
2889,3,1,2,0,0,way to delete your tweets you stanky bitch,"['way', 'delete', 'tweet', 'stanky', 'bitch']"
2890,3,0,3,0,0,pussy,['pussy']
2891,3,2,1,0,0,your gay stfu dumb monkey,"['gay', 'stfu', 'dumb', 'monkey']"
2892,3,0,0,3,1,oh i am she cool though might off her a brownie laughing out loud,"['oh', 'cool', 'though', 'might', 'brownie', 'laughing', 'loud']"
2893,3,0,3,0,0,these bitches need guidance,"['bitch', 'need', 'guidance']"
2894,3,0,0,3,1,hi charlie,"['hi', 'charlie']"
2895,3,0,0,3,1,hi charlie have a great day,"['hi', 'charlie', 'great', 'day']"
2896,3,0,0,3,1,come on charlie our government was just trying to protect the desert tortoise atleast thats what barack obama says,"['come', 'charlie', 'government', 'trying', 'protect', 'desert', 'tortoise', 'atleast', 'thats', 'barack', 'obama', 'say']"
2897,3,1,2,0,0,homeee fag,"['homeee', 'fag']"
2898,3,0,3,0,0,i was bitch,['bitch']
2899,3,2,1,0,0,chase you god damn forgot andandandand,"['chase', 'god', 'damn', 'forgot', 'andandandand']"
2900,3,1,2,0,0,you become retarded,"['become', 'retarded']"
2901,3,2,0,1,0,be gone my nigguh,"['gone', 'nigguh']"
2902,3,0,0,3,1,ima get this so every time i throw trash away it is where it really belongs,"['ima', 'get', 'every', 'time', 'throw', 'trash', 'away', 'really', 'belongs']"
2903,3,3,0,0,0,faaaaggggottttt speaking with the blonde hair and confused youre a hypocrite cuz youre a forgot,"['faaaaggggottttt', 'speaking', 'blonde', 'hair', 'confused', 'youre', 'hypocrite', 'cuz', 'youre', 'forgot']"
2904,3,0,2,1,0,vegeta a super hoe then but he did snack goni up something fierce during buu saga wow,"['vegeta', 'super', 'hoe', 'snack', 'goni', 'something', 'fierce', 'buu', 'saga', 'wow']"
2906,3,1,2,0,0,cause hes a forgot,"['cause', 'he', 'forgot']"
2907,4,0,4,0,0,dunleavy my cracker ass honkie,"['dunleavy', 'cracker', 'a', 'honkie']"
2908,3,0,0,3,1,if mccoy wasnt trash thats a td,"['mccoy', 'wasnt', 'trash', 'thats', 'td']"
2909,3,0,3,0,0,fucc droppin songs when yu gon drop a mixtape nicca,"['fucc', 'droppin', 'song', 'yu', 'gon', 'drop', 'mixtape', 'nicca']"
2910,3,0,2,1,0,damn thot i blocked ur fuzzy butt have now and,"['damn', 'thot', 'blocked', 'ur', 'fuzzy', 'butt']"
2911,3,0,1,2,1,chink thats better then having the rug rats running around yah crib girl enjoy life laughing out loud,"['chink', 'thats', 'better', 'rug', 'rat', 'running', 'around', 'yah', 'crib', 'girl', 'enjoy', 'life', 'laughing', 'loud']"
2912,3,2,1,0,0,shut up chink,"['shut', 'chink']"
2913,3,1,2,0,0,ok you billy greatest of all time hair hillbilly,"['ok', 'billy', 'greatest', 'time', 'hair', 'hillbilly']"
2914,3,1,2,0,0,you said good bye dumb bitch snd i said okwhat is it with you white devilsi have nothing for you vampire lover of blood,"['said', 'good', 'bye', 'dumb', 'bitch', 'snd', 'said', 'okwhat', 'white', 'devilsi', 'nothing', 'vampire', 'lover', 'blood']"
2915,3,0,3,0,0,you motherfuckin bullshit slingin son of a whore you disgraced all vets with ur crap now go off to pussy land where you belong,"['motherfuckin', 'bullshit', 'slingin', 'son', 'whore', 'disgraced', 'vet', 'ur', 'crap', 'go', 'pussy', 'land', 'belong']"
2916,3,0,3,0,0,do not be a bitch,['bitch']
2917,3,1,2,0,0,pussy ass nigga,"['pussy', 'a', 'nigga']"
2918,3,1,2,0,0,dawson and nicky hickman delete the fake account and and stop being bitches,"['dawson', 'nicky', 'hickman', 'delete', 'fake', 'account', 'stop', 'bitch']"
2919,3,0,3,0,0,right in the pussy,"['right', 'pussy']"
2920,3,0,0,3,1,gun sales have skyrocketed gun crime has fallen sharply any claim to the contrary is using fuzzy math,"['gun', 'sale', 'skyrocketed', 'gun', 'crime', 'fallen', 'sharply', 'claim', 'contrary', 'using', 'fuzzy', 'math']"
2921,6,0,2,4,1,would you rather drink squirrel pee or johnny depps wig in charlie and the chocolate factory,"['would', 'rather', 'drink', 'squirrel', 'pee', 'johnny', 'depps', 'wig', 'charlie', 'chocolate', 'factory']"
2922,3,2,1,0,0,you call someone a forgot and then say to kill themselves you are a pathetic human being a fucking disgrace,"['call', 'someone', 'forgot', 'say', 'kill', 'pathetic', 'human', 'fucking', 'disgrace']"
2923,3,3,0,0,0,you do not know what your talking about retarded forgot,"['know', 'talking', 'retarded', 'forgot']"
2924,3,0,3,0,0,fugly bitch john will dump ur rude ass,"['fugly', 'bitch', 'john', 'dump', 'ur', 'rude', 'a']"
2925,3,1,2,0,0,ugly flat chested prude ass white bitch,"['ugly', 'flat', 'chested', 'prude', 'a', 'white', 'bitch']"
2926,3,1,2,0,0,so i guess that makes us blacks double niggers huh,"['guess', 'make', 'u', 'black', 'double', 'nigger', 'huh']"
2927,6,1,4,1,0,naw you just retarded kinfolk laughing out loud,"['naw', 'retarded', 'kinfolk', 'laughing', 'loud']"
2928,3,0,3,0,0,did you just call my sweet baboo a ho,"['call', 'sweet', 'baboo', 'ho']"
2929,6,0,6,0,0,and by the way do not ever bring up past hoes wit yo ol lady i took that l in hs tryna be semi honest shake my head,"['way', 'ever', 'bring', 'past', 'hoe', 'wit', 'yo', 'ol', 'lady', 'took', 'l', 'h', 'tryna', 'semi', 'honest', 'shake', 'head']"
2930,3,0,3,0,0,why she a hoe we know about dudes that hit kim these hoes out here doing that in a week,"['hoe', 'know', 'dude', 'hit', 'kim', 'hoe', 'week']"
2931,3,1,2,0,0,remember when we played plaquemine andamp they kept calling our whole team gay andamp lydia said ill turn all you hoes out fwm andand,"['remember', 'played', 'plaquemine', 'andamp', 'kept', 'calling', 'whole', 'team', 'gay', 'andamp', 'lydia', 'said', 'ill', 'turn', 'hoe', 'fwm', 'andand']"
2932,3,0,0,3,1,she wasnt saying she did but yes me and kannon have both been in the ghetto and know what it is like so you look dumb,"['wasnt', 'saying', 'yes', 'kannon', 'ghetto', 'know', 'like', 'look', 'dumb']"
2933,3,0,3,0,0,i would dead upper cut that bitch,"['would', 'dead', 'upper', 'cut', 'bitch']"
2934,3,0,3,0,0,maas mermaid and sharkette pussy,"['maas', 'mermaid', 'sharkette', 'pussy']"
2935,3,0,3,0,0,my nigga what her pussy smell like,"['nigga', 'pussy', 'smell', 'like']"
2936,3,0,0,3,1,the new nip dropped today rii,"['new', 'nip', 'dropped', 'today', 'rii']"
2937,3,0,3,0,0,cmon pussy,"['cmon', 'pussy']"
2938,3,2,0,1,0,true i miss you all man you all are my brothers is mikey starting and what about the chink laugh my fucking ass off,"['true', 'miss', 'man', 'brother', 'mikey', 'starting', 'chink', 'laugh', 'fucking', 'a']"
2939,3,0,0,3,1,penske runs the in nascar it is yellow theres a sponsor already there,"['penske', 'run', 'nascar', 'yellow', 'there', 'sponsor', 'already']"
2940,3,0,0,3,1,his defense is trash and hes been rocked by jesus soto karass and diego chaves,"['defense', 'trash', 'he', 'rocked', 'jesus', 'soto', 'karass', 'diego', 'chaves']"
2941,3,0,3,0,0,i am in this bitch on some insomnia shit been in bed since midnight,"['bitch', 'insomnia', 'shit', 'bed', 'since', 'midnight']"
2942,3,1,0,2,1,waco is ghetto hahaha wait today i learned we go pick up nat in austin tomorrow,"['waco', 'ghetto', 'hahaha', 'wait', 'today', 'learned', 'go', 'pick', 'nat', 'austin', 'tomorrow']"
2943,3,1,2,0,0,someone sent this to me months ago bitch,"['someone', 'sent', 'month', 'ago', 'bitch']"
2944,3,0,3,0,0,lmaooo coley just whammmmed him add this to it swervee bitch,"['lmaooo', 'coley', 'whammmmed', 'add', 'swervee', 'bitch']"
2945,3,0,3,0,0,bitch dat was a low blow,"['bitch', 'dat', 'low', 'blow']"
2946,3,0,3,0,0,bitch dats yo sahara desert ass,"['bitch', 'dat', 'yo', 'sahara', 'desert', 'a']"
2947,3,0,3,0,0,bitch do i look white to you,"['bitch', 'look', 'white']"
2948,3,1,2,0,0,bitch kill yo self,"['bitch', 'kill', 'yo', 'self']"
2949,3,0,3,0,0,bitch stop takin my shit ooo i hate you you dumb bitch,"['bitch', 'stop', 'takin', 'shit', 'ooo', 'hate', 'dumb', 'bitch']"
2950,3,0,3,0,0,bitch watch tf out you on moose meat now,"['bitch', 'watch', 'tf', 'moose', 'meat']"
2951,3,0,3,0,0,didnt i just say i thought you told me to delete them so i deleted them bitch,"['didnt', 'say', 'thought', 'told', 'delete', 'deleted', 'bitch']"
2952,3,1,2,0,0,fuck you you dumb ass bitch hoe,"['fuck', 'dumb', 'a', 'bitch', 'hoe']"
2953,3,0,3,0,0,laughing out loud bitch you forcin it have a glass of water bitch you a lil thirsty for the puss thang,"['laughing', 'loud', 'bitch', 'forcin', 'glass', 'water', 'bitch', 'lil', 'thirsty', 'pu', 'thang']"
